A1: Ladder,B1: Subject1 T1 IGH,C1: Subject1 T1 BCR,D1: Subject1 T1 TCR,E1: Subject1 T2 IGH,F1: Subject1 T2 BCR,G1: Subject1 T2 TCR,H1: Subject1 T3 IGH,A2: Subject1 T3 BCR,B2: Subject1 T3 TCR,C2: Subject1 T4 IGH,D2: Subject1 T4 BCR
12.44767,19.19557,19.04521,25.29103,37.52451,42.12551,138.5375,338.3543,22.26243,22.13826,43.04919,548.2924
11.3346,18.12906,17.97529,23.93555,34.50665,38.38258,121.3262,360.5986,21.81614,20.51218,39.70645,547.0369
10.58055,17.18232,17.05954,22.63802,31.96731,35.1832,105.5901,382.1393,21.17098,19.10666,36.63358,540.4042
9.739395,16.1563,16.0763,21.54185,29.66912,32.33525,92.40469,402.5563,20.55713,17.72012,33.99809,528.217
9.079174,15.3357,15.43229,20.58802,27.64167,29.76183,81.41586,421.4273,20.06491,16.46422,31.40729,512.7733
8.330548,14.53335,14.69,19.92046,25.75151,27.50181,72.16499,438.9552,19.51444,15.31929,29.04159,493.5112
7.789347,14.00867,14.09216,19.38684,23.96812,25.42707,64.54765,452.5724,18.87407,14.22803,26.78389,470.3154
7.351155,13.5628,13.64532,18.94616,22.45957,23.4559,58.32349,464.029,18.30144,13.19248,24.59687,443.3779
6.844579,13.14707,13.10156,18.41373,20.96014,21.65454,52.98724,472.1004,17.63141,12.46117,22.66286,414.8554
6.328459,12.58229,12.67039,17.97923,19.72308,20.14885,48.84967,474.5693,17.03506,11.74046,20.92437,384.8304
5.893426,12.13231,12.31696,17.48566,18.71025,18.91648,45.14994,472.6566,16.41982,11.05044,19.35642,352.2912
5.501256,11.67295,12.01893,17.0166,17.70067,17.78724,42.08608,464.4804,15.78649,10.35468,17.95559,320.8138
5.200179,11.35937,11.84138,16.44589,16.90234,16.74607,39.19605,453.2395,15.05937,9.837999,16.68371,288.5497
4.732047,10.93569,11.51061,15.8969,16.21417,15.75766,36.7368,436.3929,14.4204,9.282818,15.6472,257.542
4.42227,10.63733,11.33327,15.3957,15.62398,14.90228,34.45666,416.9656,13.80783,8.861969,14.68009,228.7262
4.169774,10.37105,11.07444,15.08452,14.94619,14.1812,32.27639,395.3219,13.19942,8.528597,13.75691,202.6747
3.989607,10.20241,10.89634,14.6802,14.43361,13.50769,30.36675,370.8016,12.77959,8.183514,12.73686,176.9355
3.8521,9.992183,10.61304,14.27431,13.91383,12.97513,28.72453,345.9909,12.29674,7.851927,11.7282,153.7648
3.686255,9.759747,10.28603,13.83792,13.30601,12.536,27.16642,319.5841,11.71049,7.583854,11.02451,134.0612
3.476207,9.386658,10.00561,13.49876,12.86491,12.14886,25.70664,292.1169,11.31046,7.169504,10.37596,116.8395
3.333961,9.137367,9.745167,13.1602,12.51048,11.79688,24.24913,265.4025,10.87413,6.792586,9.87198,102.2376
3.233552,8.913225,9.622475,12.82528,12.13274,11.44804,22.92988,238.7864,10.40325,6.396394,9.439747,89.46729
3.084074,8.656921,9.51157,12.44481,11.73482,11.06458,21.70518,213.6098,9.915985,6.145061,9.15167,78.39063
2.858329,8.335247,9.289927,12.06115,11.39162,10.62722,20.55541,188.6417,9.50864,5.87705,8.817559,69.42081
2.832941,8.231913,9.236431,11.61236,11.03622,10.15282,19.3639,166.2498,9.093828,5.724207,8.583668,62.05161
2.727415,8.07671,9.090854,11.08689,10.68838,9.752951,18.36503,145.6677,8.727254,5.536469,8.256351,55.93409
2.583583,7.917483,8.965855,10.58694,10.46793,9.370043,17.56471,127.3626,8.515966,5.38745,7.890824,50.57721
2.524035,7.838437,8.83407,10.07933,10.10081,9.070597,16.91787,111.478,8.20792,5.174879,7.669998,46.29775
2.465222,7.718946,8.652374,9.635214,9.805357,8.700613,16.24807,97.70281,7.930166,4.961092,7.508568,42.54589
2.376514,7.623516,8.439228,9.301694,9.570167,8.386992,15.52144,85.9528,7.698179,4.805127,7.331898,39.20646
2.358092,7.671622,8.368207,8.922441,9.464988,8.030557,14.85853,75.78406,7.345722,4.678823,7.119719,36.39828
2.34134,7.697842,8.172094,8.676778,9.332443,7.720455,14.21441,67.21786,7.025999,4.619494,6.958076,33.96334
2.202341,7.677148,8.05523,8.525654,9.153383,7.527425,13.45378,59.96969,6.796011,4.668475,6.736611,31.67923
2.023494,7.62722,7.88597,8.297462,8.983105,7.307362,12.8259,53.77888,6.677123,4.657883,6.544798,29.6096
1.92671,7.654277,7.722626,7.884965,8.790567,7.097961,12.14969,48.51083,6.465387,4.683645,6.406262,27.61959
1.765261,7.449602,7.401594,7.700132,8.578058,7.008733,11.54991,43.96522,6.26894,4.676607,6.251287,25.89733
1.580617,7.271995,7.218625,7.529326,8.355968,6.910832,11.0278,40.18679,6.070388,4.68069,6.202555,24.12747
1.529091,6.923152,7.088683,7.247354,8.078886,6.795757,10.64571,36.96251,5.928363,4.626453,6.339013,22.71987
1.511755,6.641419,6.985834,7.117176,7.908825,6.575564,10.24862,34.02359,5.763928,4.623094,6.221306,21.43916
1.392396,6.542661,6.92277,6.987414,7.766162,6.445453,9.873625,31.42237,5.525601,4.636648,6.132809,20.43499
1.336954,6.616629,6.74641,6.792284,7.631651,6.213887,9.621037,28.9456,5.294322,4.642524,6.041757,19.50374
1.175759,6.65259,6.655009,6.738955,7.562099,6.059902,9.25948,26.69117,5.022233,4.611003,5.791565,18.59317
0.9961319,6.69841,6.626505,6.645702,7.547581,5.988959,8.932863,24.61089,4.864397,4.679139,5.562602,17.68641
0.984838,6.687733,6.447028,6.30197,7.525501,5.88728,8.695538,22.65451,4.667161,4.648312,5.318582,16.94605
0.9540768,6.655329,6.205168,6.104804,7.447245,5.721816,8.426991,20.92902,4.5214,4.542994,5.028908,16.29765
0.9312325,6.42758,5.983788,5.995684,7.329657,5.601571,8.210827,19.34324,4.491802,4.510753,4.781511,15.79498
0.8178663,6.22263,5.834954,5.718192,7.203916,5.541639,7.997121,18.0062,4.422846,4.417715,4.619785,15.14786
0.8389616,5.968093,5.647559,5.519304,7.068573,5.530176,7.863616,16.70145,4.44976,4.328465,4.546857,14.71487
0.810955,5.851195,5.550856,5.376778,6.960344,5.436907,7.620984,15.4307,4.461186,4.311708,4.410126,14.33012
0.7455702,5.82869,5.360035,5.165552,6.793866,5.392039,7.409469,14.32735,4.351283,4.336951,4.344466,13.88383
0.6692853,5.836668,5.146982,5.056331,6.526434,5.204911,7.21646,13.34367,4.360454,4.378328,4.309303,13.4111
0.5975008,5.737127,5.179277,5.02615,6.389792,4.941485,6.895039,12.52725,4.124539,4.426699,4.222584,12.98455
0.6307182,5.573125,5.086526,5.031007,6.334536,4.676361,6.690183,11.86406,3.952397,4.335796,4.283192,12.60395
0.7107158,5.397817,5.015326,4.884768,6.227144,4.464812,6.510256,11.17026,3.741625,4.186868,4.131824,12.31224
0.6709204,5.133184,4.938181,5.004691,6.038195,4.307571,6.378613,10.5626,3.579323,3.988148,4.046222,12.0132
0.5846038,4.943184,4.887307,5.020484,5.867887,4.20214,6.324867,10.01183,3.455241,3.948838,3.917774,11.60615
0.48034,4.763957,4.81612,5.072414,5.662641,4.108086,6.236032,9.660113,3.424071,3.76823,3.791735,11.07709
0.4405327,4.710589,4.727693,5.07736,5.465971,4.120936,6.109294,9.353012,3.452205,3.584397,3.62155,10.62769
0.3980174,4.764518,4.594373,4.995174,5.296029,4.092237,5.944808,9.042248,3.360403,3.492102,3.404955,10.10578
0.4228096,4.779724,4.442662,4.916408,5.16772,4.017083,5.773846,8.753097,3.279921,3.412199,3.197041,9.599933
0.4801302,4.95077,4.356408,4.841559,4.999548,3.798613,5.494903,8.449631,3.251067,3.266797,3.003301,9.045955
0.5765963,4.998383,4.229646,4.728064,4.956201,3.584623,5.125021,8.328131,3.120522,3.123389,2.966627,8.618044
0.6478543,4.952127,4.133611,4.588238,5.049709,3.384842,4.878306,8.177471,3.058012,2.825643,2.937036,8.277961
0.653863,4.914433,4.127219,4.402129,5.019534,3.310158,4.655259,7.954808,2.917754,2.656663,2.904024,8.004968
0.5740671,4.800827,4.038727,4.349678,4.985828,3.284259,4.514008,7.722561,2.726891,2.602458,2.868932,7.7144
0.5327206,4.753897,4.039499,4.217753,4.912199,3.155408,4.395827,7.684091,2.670568,2.581894,2.857248,7.371284
0.4812245,4.522553,4.017058,4.182892,4.671747,3.112335,4.314279,7.660546,2.792033,2.56497,2.797338,7.050532
0.3739753,4.302225,3.990814,4.124032,4.487566,3.080333,4.266779,7.696619,2.862129,2.535396,2.672796,6.802751
0.311717,4.137509,3.938454,4.077205,4.3672,2.998031,4.211894,7.62414,2.782693,2.588643,2.537886,6.611871
0.256124,3.934223,3.857181,4.051731,4.220126,2.886388,4.109538,7.508148,2.796163,2.62685,2.464092,6.515381
0.265789,3.874703,3.817636,4.122733,4.09101,2.854414,3.917957,7.389621,2.751022,2.559116,2.336935,6.345185
0.2700596,3.700744,3.635916,3.993537,3.981257,2.784499,3.759238,7.273727,2.784026,2.520078,2.257545,6.202925
0.2837281,3.580715,3.550508,3.857434,4.044128,2.816129,3.638621,7.17749,2.790539,2.450159,2.186399,6.086333
0.3884077,3.529925,3.511936,3.844182,3.900338,2.856833,3.489933,7.00381,2.715096,2.404356,2.136911,5.879967
0.3555498,3.514059,3.440396,3.786379,3.829143,2.837459,3.387428,6.886931,2.552112,2.406941,2.010075,5.676331
0.3731961,3.555229,3.47783,3.609328,3.72361,2.808053,3.3012,6.831707,2.443849,2.299152,1.940451,5.445426
0.2473359,3.520706,3.554943,3.570437,3.640109,2.73569,3.179718,6.662741,2.448487,2.264879,1.863792,5.241218
0.1754632,3.431256,3.603452,3.554165,3.622497,2.61481,3.126085,6.709961,2.398783,2.206414,1.721023,5.008625
0.06257105,3.398186,3.711432,3.446924,3.622106,2.515051,3.079047,6.58071,2.2385,2.250884,1.672279,4.918132
0.01992273,3.431028,3.687231,3.317557,3.534549,2.445884,3.060248,6.543901,2.132587,2.167991,1.605285,4.885936
0.02825403,3.380182,3.685553,3.330993,3.52675,2.308545,3.02754,6.552424,2.173467,1.957084,1.596148,4.755577
0,3.417729,3.467813,3.190891,3.563952,2.184103,2.976555,6.54437,2.191247,1.86462,1.659148,4.624441
0.07319069,3.308796,3.302001,3.169023,3.62091,2.175879,2.832728,6.560962,2.190199,1.824347,1.688916,4.546623
0.2079406,3.250551,3.247591,3.194781,3.499401,2.129248,2.788102,6.443215,2.281306,1.704119,1.747947,4.446745
0.2139935,3.211177,3.209858,3.163725,3.344746,2.089714,2.701948,6.27836,2.276368,1.734377,1.829456,4.361803
0.2312646,3.097649,3.247528,3.063553,3.206886,2.067502,2.516615,5.955989,2.267408,1.635287,1.877491,4.315507
0.2062144,3.038301,3.330439,3.026352,3.212,2.032305,2.370123,5.691772,2.231896,1.642106,1.879524,4.262834
0.2151423,3.022935,3.377941,2.945973,3.173433,2.068841,2.362229,5.626147,2.225947,1.623991,1.704309,4.306551
0.2007918,3.008697,3.489349,2.91203,3.209876,2.137654,2.372939,5.306078,2.136187,1.648514,1.620779,4.375174
0.2775378,2.986209,3.429189,2.835827,3.167568,2.204661,2.443649,5.128277,2.035269,1.573306,1.546301,4.357291
0.2877407,2.962534,3.364484,2.859758,3.16987,2.195521,2.509452,4.931054,2.010827,1.546358,1.530941,4.189814
0.2404056,2.991354,3.17825,2.892271,3.239929,2.218829,2.53011,4.818381,1.835011,1.581588,1.601057,4.094115
0.339005,2.904078,3.024458,2.907551,3.170293,2.184591,2.639827,4.708378,1.676464,1.584516,1.655569,3.999831
0.4233837,2.908463,2.967363,2.814073,2.98639,2.085564,2.782691,4.601749,1.556606,1.516117,1.676344,3.923097
0.5595393,2.825671,2.909359,2.760175,2.76711,2.07666,2.699119,4.419557,1.486033,1.645987,1.766558,3.81574
0.6885104,2.807403,2.904633,2.63186,2.670848,1.986255,2.656435,4.265734,1.468549,1.570328,1.732803,3.790379
0.8876538,2.748949,2.849036,2.518898,2.617118,1.925988,2.712433,4.178265,1.467443,1.63627,1.614214,3.723297
1.196824,2.71502,2.835106,2.430333,2.614755,1.906845,2.708525,4.123665,1.547543,1.591328,1.540819,3.734376
1.766964,2.753814,2.778367,2.405663,2.623948,1.908517,2.655139,3.885549,1.610321,1.528937,1.482322,3.769095
2.596556,2.718892,2.762875,2.33357,2.526217,1.914824,2.550882,3.753069,1.658592,1.440758,1.468524,3.755487
3.817686,2.771436,2.695272,2.301683,2.539902,1.952621,2.396025,3.544987,1.70181,1.412213,1.428264,3.664914
5.607356,2.797706,2.613076,2.368395,2.603199,2.008672,2.325562,3.415413,1.574851,1.313875,1.502365,3.5875
7.944006,2.844577,2.516706,2.447716,2.585842,2.009543,2.278983,3.322821,1.380723,1.307607,1.48138,3.420875
10.70729,2.772388,2.484226,2.404207,2.565008,1.999498,2.255599,3.313966,1.140397,1.170263,1.451431,3.196851
13.9391,2.745345,2.472359,2.491889,2.598681,2.025225,2.088083,3.298689,1.094922,1.174617,1.473281,3.129271
17.87261,2.806057,2.471581,2.510615,2.742835,1.948993,2.025807,3.267369,1.07167,1.124107,1.411098,2.977945
22.55073,2.706215,2.352859,2.547957,2.792295,2.006508,2.116551,3.154821,1.059597,1.359713,1.401453,2.841751
27.84368,2.705297,2.314822,2.499995,2.840841,1.9409,2.101822,3.129066,1.039683,1.316328,1.449874,2.754849
34.06258,2.768704,2.25411,2.350213,2.717229,1.944779,2.142913,3.084245,1.144594,1.285836,1.418253,2.690366
41.13008,2.784093,2.289031,2.305126,2.650034,1.76702,2.140216,3.061217,1.237404,1.291018,1.416333,2.581582
48.63691,2.811897,2.218337,2.184532,2.524149,1.803418,2.123164,2.984428,1.205654,1.258006,1.366701,2.417901
56.51833,2.833507,2.273564,2.178465,2.460605,1.776976,2.208112,2.909241,1.137771,1.241075,1.356417,2.347055
63.78346,2.773124,2.28861,2.206913,2.291349,1.85321,2.217415,2.849783,1.038271,1.338604,1.290575,2.230251
70.23913,2.5807,2.346037,2.153524,2.205827,1.964669,2.255321,2.849971,1.019555,1.176222,1.363057,2.125209
75.27775,2.525308,2.392055,2.214613,2.086322,1.949517,2.102794,2.811338,1.116914,1.180846,1.238453,2.163898
78.70842,2.516635,2.39663,2.307087,2.131039,2.048525,2.115345,2.786413,1.110018,1.184582,1.214996,2.130817
79.92056,2.40587,2.246695,2.367112,2.168218,2.004448,2.208757,2.751482,1.078489,1.259656,1.286252,2.122048
78.79177,2.368279,2.145774,2.309423,2.138137,1.894301,2.061479,2.73427,1.052327,1.208674,1.242433,1.924153
75.67152,2.226882,2.07119,2.211836,2.062993,1.87114,2.081219,2.719504,1.081478,1.227489,1.154027,1.766705
70.63477,2.153177,1.985721,2.190536,2.161059,1.551822,2.137691,2.669232,1.074044,1.305758,1.178077,1.602211
63.8849,2.14643,1.911363,2.029532,2.041327,1.52568,2.082537,2.673257,0.9644537,1.255365,1.200579,1.556498
56.26741,2.150976,1.942215,1.984617,2.101475,1.378873,2.078512,2.624287,0.9443321,1.194135,1.239159,1.556666
48.1132,2.182348,1.958708,1.969576,2.066189,1.360423,2.04178,2.554697,0.8833308,1.209176,1.292427,1.584479
40.39524,2.266177,1.932723,1.898476,2.014737,1.348699,1.958886,2.575821,0.9684587,1.086404,1.387995,1.585822
33.24997,2.337647,1.90828,1.967398,2.005069,1.377261,1.827835,2.579916,1.064722,1.023478,1.381588,1.528335
27.06852,2.357365,1.848371,2.063103,2.074102,1.43906,1.815256,2.585328,1.109212,0.8921623,1.364851,1.59542
21.98922,2.35186,1.8348,1.991724,2.029456,1.38877,1.848713,2.536312,1.184476,0.7850418,1.376997,1.505076
18.01862,2.351284,1.873658,1.988533,1.931098,1.511415,1.701652,2.489529,1.258531,0.8425183,1.241149,1.29398
15.022,2.18136,1.946141,1.935642,1.865311,1.512346,1.709765,2.497307,1.208419,0.814188,1.153241,1.331822
12.80343,2.103234,2.008124,1.847506,1.902461,1.488942,1.684896,2.534631,1.231588,0.9475384,1.155234,1.233499
11.08422,2.156325,2.070309,1.824046,1.801672,1.547952,1.61335,2.519391,1.127227,0.966476,1.022323,1.22731
9.802211,2.18919,2.121013,1.765946,1.818589,1.530368,1.486164,2.436606,1.139787,1.0571,0.9031477,1.122833
8.751012,2.334718,2.112,1.718011,1.763194,1.503258,1.433206,2.408765,1.05136,1.209096,0.8357711,1.111496
7.851216,2.409294,1.940988,1.664828,1.696641,1.485529,1.394477,2.394233,1.060447,1.269307,0.7825427,1.084704
7.126527,2.306236,1.864371,1.724966,1.765378,1.501471,1.412701,2.355411,1.036773,1.306103,0.7963243,1.017377
6.532933,2.175263,1.706261,1.752444,1.761931,1.490408,1.439369,2.289287,1.075441,1.269817,0.7181873,1.087862
6.035841,2.109736,1.687547,1.729013,1.701593,1.549361,1.54292,2.30412,1.157275,1.203422,0.7090631,1.115845
5.543615,2.007329,1.617766,1.780363,1.754277,1.489397,1.46924,2.380688,1.136371,1.128866,0.7175241,1.08068
5.109328,1.912696,1.615303,1.786055,1.75843,1.449351,1.494215,2.45486,1.106599,1.000503,0.8039136,1.073396
4.778387,1.864389,1.571324,1.706099,1.882641,1.32535,1.397898,2.392129,1.067102,0.8679252,0.8915167,0.8379431
4.395009,1.924428,1.50656,1.649047,1.867625,1.297755,1.485888,2.282286,1.002616,0.7837529,0.8840246,0.8032651
4.047182,1.984097,1.503043,1.582673,1.852025,1.255613,1.467593,2.195805,1.068025,0.719624,0.9006295,0.7838168
3.64291,1.935244,1.419916,1.517901,1.741345,1.269559,1.482152,2.154049,1.015652,0.6885347,0.9774423,0.7360234
3.27656,1.872557,1.473034,1.392103,1.588171,1.154922,1.423479,1.989031,1.043367,0.664134,1.010506,0.8201528
3.041447,1.800717,1.583774,1.374751,1.487559,1.09035,1.440698,1.900787,1.066677,0.7469215,1.086761,0.949265
2.917235,1.712136,1.618556,1.404006,1.407067,1.20503,1.408511,1.915215,1.045531,0.6709123,0.9673266,1.086464
2.67486,1.64208,1.674928,1.383657,1.302391,1.184961,1.373565,1.961151,0.9947395,0.6698141,0.8942833,1.262804
2.441277,1.666302,1.647483,1.362066,1.275284,1.175813,1.285655,2.001105,0.9013357,0.5710711,0.838665,1.264131
2.08848,1.602212,1.615726,1.344008,1.242726,1.138228,1.262112,2.198851,0.8018904,0.5717216,0.8383422,1.331077
1.850482,1.598891,1.434382,1.273582,1.389303,0.9251666,1.183568,2.291746,0.6456456,0.5007262,0.8617949,1.339077
1.687778,1.603613,1.273573,1.172887,1.30834,0.8236585,1.29141,2.440801,0.6470289,0.3976321,0.8187432,1.341763
1.601921,1.59967,1.223412,1.102417,1.391102,0.8726783,1.419952,2.418685,0.6382961,0.2956185,0.661088,1.380672
1.537089,1.505536,1.146605,0.9880252,1.371414,0.9894962,1.401824,2.295002,0.6209044,0.2716537,0.6911664,1.272434
1.480387,1.531843,1.242877,0.8455462,1.269019,0.9858689,1.242473,2.180316,0.6289978,0.2935472,0.6654096,1.26373
1.467296,1.51462,1.267288,0.8677716,1.287724,1.010257,1.321503,1.983185,0.6017556,0.2982969,0.709537,1.343645
1.511409,1.448805,1.322459,0.8760128,1.331774,1.151112,1.320337,1.827039,0.5943646,0.2306061,0.6093917,1.323288
1.42275,1.52325,1.250219,0.8734536,1.249146,1.142894,1.415924,1.619337,0.5821414,0.3423295,0.6441507,1.336477
1.262246,1.577389,1.203239,0.8766294,1.245049,1.21031,1.379318,1.506977,0.5031486,0.2737393,0.648088,1.266461
1.017305,1.488159,1.149795,0.8374934,1.182183,1.112505,1.368362,1.633181,0.5018682,0.3530688,0.7685833,1.321449
0.9175663,1.477257,1.112724,0.8935533,1.364053,0.981318,1.35195,1.713173,0.4442487,0.4793062,0.7798681,1.336578
0.8612399,1.509139,1.10761,0.8570223,1.385497,0.8236423,1.384361,1.689216,0.4632754,0.4051428,0.8097019,1.315677
0.8194318,1.558322,1.226974,0.7695551,1.511373,0.8384566,1.405425,1.589462,0.4921727,0.559185,0.66992,1.36239
0.8788676,1.630543,1.231491,0.9129615,1.5356,0.7913637,1.361528,1.590103,0.4259195,0.5624866,0.6520305,1.439634
0.9095488,1.653045,1.252972,0.9209971,1.442003,0.682003,1.245756,1.708755,0.4138918,0.5512552,0.62887,1.425504
0.9623489,1.600025,1.142207,0.9725733,1.482728,0.5112514,1.316378,1.715209,0.3476744,0.4710689,0.6136587,1.56447
1.066851,1.540913,1.133101,0.9637408,1.527156,0.5065265,1.292734,1.78781,0.2969427,0.4866271,0.6599288,1.601382
1.059689,1.539529,1.066283,0.9962578,1.499405,0.4833117,1.288097,1.798285,0.2042351,0.4681969,0.6800406,1.597686
0.9961162,1.3969,0.973249,0.9423542,1.409455,0.5033784,1.129613,1.866476,0.1464353,0.307313,0.7082577,1.566001
0.9396682,1.21121,0.8766289,0.950839,1.25735,0.5460739,1.00535,1.911134,0.1095757,0.2185879,0.7581692,1.596346
0.7783079,1.092906,0.8558598,0.8868761,1.286386,0.5691972,0.978416,1.834931,0.06919098,0.1979966,0.696574,1.630392
0.6660872,1.069945,0.7936172,0.8316751,1.192482,0.6014166,0.8178353,1.760942,0.0810914,0.06706452,0.7952476,1.691943
0.5561442,1.015934,0.8075781,0.8192501,1.07895,0.6291909,0.6406546,1.637717,0.1878147,0.09178925,0.6559355,1.637567
0.5971532,1.054036,0.7490454,0.975843,0.9726744,0.6367259,0.5499825,1.62543,0.2213807,0.06711364,0.5562437,1.650522
0.6034508,1.063396,0.7360339,0.9370351,0.9278698,0.7036405,0.6100454,1.53357,0.2843313,0.04667926,0.5032866,1.544399
0.6290064,1.005095,0.6583066,0.9216318,0.9808669,0.7155294,0.7404866,1.478955,0.2511659,0.1262064,0.374752,1.603285
0.6368089,1.008904,0.7114458,0.9090166,1.011495,0.8249407,0.8498855,1.407919,0.1970234,0.1987083,0.4270215,1.531731
0.6732521,0.9186816,0.7200661,0.8884091,1.034256,0.7720132,0.8975539,1.350733,0.1670518,0.2414894,0.3329353,1.519904
0.7260084,0.834794,0.6608052,0.7960367,0.9361677,0.7556705,0.9681172,1.342999,0.1703205,0.2880101,0.2865477,1.516494
0.7076373,0.774683,0.6089563,0.8255353,0.818635,0.7638316,1.078513,1.3467,0.1119952,0.3410077,0.3188653,1.571749
0.5486946,0.692811,0.6649704,0.6982393,0.8091817,0.7828417,1.101073,1.256196,0.1630139,0.3845971,0.3367424,1.59369
0.4387407,0.7129679,0.7056341,0.6672125,0.7217121,0.7649927,0.9924583,1.333163,0.1943946,0.298384,0.5036807,1.594268
0.3379145,0.6872253,0.7563519,0.6486306,0.7528443,0.7231798,0.8584542,1.291429,0.3119888,0.3612053,0.4942718,1.550202
0.2892337,0.7125149,0.7597561,0.7301207,0.7928476,0.8064404,0.6785707,1.247443,0.3826556,0.3609595,0.5132337,1.450543
0.2884159,0.7856727,0.8013434,0.7057991,0.9311175,0.9209275,0.6527724,1.152838,0.3855414,0.2812977,0.5457845,1.406213
0.3394418,0.7038879,0.830183,0.7485828,0.9578023,0.8155861,0.6566997,1.049532,0.3047898,0.3556387,0.5536182,1.321953
0.32652,0.7418737,0.8560224,0.7774854,0.9357853,0.7145486,0.6143394,0.9029374,0.3010416,0.3053963,0.4777584,1.199161
0.4253864,0.8312287,0.7989392,0.7433949,0.9079247,0.4926219,0.4760866,0.8096738,0.3595781,0.2893958,0.3325319,1.157122
0.4779754,0.8677139,0.7500033,0.7389364,0.8559928,0.3852167,0.4711218,0.6987495,0.2775555,0.4622395,0.1793001,1.160336
0.4865365,0.8622251,0.7119517,0.7345266,0.7731676,0.3301239,0.4807048,0.7761002,0.2031987,0.5206048,0.2146745,1.187455
0.3654127,0.8051105,0.7192845,0.6956315,0.7195077,0.3727751,0.3690233,0.8619103,0.09510016,0.5478005,0.1927385,1.143582
0.2393169,0.8508673,0.6627922,0.6300154,0.5872388,0.4820604,0.3857236,0.9369926,0.1960373,0.4673576,0.2702978,1.216297
0.2038636,0.8172159,0.5796747,0.5594525,0.6178093,0.5825443,0.4446316,0.9850736,0.2323208,0.4873652,0.2625151,1.273778
0.1731462,0.8636341,0.5996208,0.5786123,0.5966582,0.7193775,0.3976536,0.9039402,0.2034752,0.3280721,0.3964911,1.30438
0.2597485,0.8220973,0.6063681,0.5681009,0.6884656,0.6815634,0.4728689,0.9364238,0.2001705,0.2333345,0.563463,1.305369
0.2959242,0.755033,0.6126981,0.6650844,0.6775188,0.5914512,0.560339,0.7283435,0.1448674,0.2623725,0.6442285,1.340982
0.2401905,0.8072338,0.6037731,0.683383,0.6450834,0.5053988,0.599885,0.6518106,0.1350665,0.1786208,0.5630355,1.257148
0.2405162,1.000165,0.537745,0.6218996,0.5974894,0.3373203,0.6172657,0.605721,0.1929181,0.06813669,0.5439842,1.157395
0.2873459,1.038673,0.5651093,0.6208305,0.6405087,0.1802373,0.6903329,0.5522552,0.1203847,0.09662175,0.5074854,1.13139
0.3859773,0.9287291,0.5150175,0.6126504,0.6092644,0.09993029,0.6680627,0.5855112,0.1280358,0.04998517,0.501132,1.075001
0.3397574,0.7950244,0.5277286,0.5734706,0.5949898,0.09017754,0.623879,0.5918183,0.1297419,0.1209841,0.4273701,1.103227
0.2937398,0.6982803,0.4071555,0.5376925,0.60676,0.2882977,0.6557713,0.6011496,0.2770934,0.1122558,0.3862658,1.154511
0.2428565,0.5877552,0.4306087,0.4410424,0.6261597,0.3259087,0.5915294,0.7153988,0.3361251,0.1525199,0.4241462,1.181713
0.2350893,0.5730619,0.5515728,0.3918257,0.5977325,0.3361368,0.4601684,0.7712908,0.3061376,0.1223359,0.5867593,1.21747
0.1703587,0.4078689,0.4641457,0.3513222,0.627326,0.3475156,0.4693661,0.8753266,0.3197634,0.1423433,0.61342,1.326505
0.04258251,0.4076014,0.4434133,0.3702779,0.5320525,0.3910408,0.4592752,0.8225102,0.2542064,0.2793446,0.5578415,1.498873
0.02343082,0.4204769,0.4056244,0.3357339,0.4264326,0.4317079,0.5121498,0.9384661,0.1106372,0.314188,0.4845834,1.453763
0.009169579,0.5091667,0.4362278,0.295455,0.3788896,0.4396744,0.537611,0.9414864,0.07635522,0.236321,0.5186863,1.395683
0.05317354,0.6186485,0.4276037,0.3965554,0.3474016,0.3891921,0.4926944,0.9058604,0.08363295,0.2076049,0.5208058,1.347812
0.1272993,0.5802999,0.4334741,0.4652824,0.3434534,0.3634429,0.4977427,0.8467975,0.05712843,0.2706108,0.3238297,1.228757
0.05287695,0.5331821,0.5063543,0.5123105,0.427897,0.376411,0.5206847,0.7599092,0.03856111,0.3741765,0.2350082,1.183392
0,0.4300075,0.4019113,0.5187073,0.4730778,0.4816027,0.4988585,0.7804799,0,0.3536701,0.2078435,1.036608
0,0.4160299,0.4921741,0.4631214,0.4808989,0.4990578,0.3452764,0.7423506,0.06797743,0.3885424,0.2657616,0.9648438
0.04835653,0.4824495,0.4627833,0.4735765,0.4985409,0.415802,0.3690896,0.7628531,0.03163838,0.2847292,0.3372934,0.904079
0.008208752,0.425138,0.4634552,0.4817939,0.4649301,0.3787704,0.3820567,0.6775517,0.1188285,0.2430429,0.2733519,0.9839954
0.0875845,0.5631084,0.4756813,0.5487127,0.517406,0.4003429,0.3402214,0.5945959,0.1935539,0.2193258,0.1505752,1.042057
0.2714782,0.5382676,0.5193958,0.6069937,0.5073743,0.3356924,0.3094063,0.604229,0.1928155,0.2005403,0.1324451,1.046223
0.4596472,0.5872483,0.4687858,0.5931549,0.4804339,0.2695823,0.2476597,0.5479054,0.2441714,0.06108761,0.1694756,1.033927
0.5898299,0.651494,0.3972278,0.6084952,0.4974909,0.2029748,0.2043452,0.579793,0.2649908,0.03441167,0.1277246,1.079618
0.7328801,0.6935539,0.3464208,0.6046906,0.509171,0.06357384,0.2592168,0.5662112,0.2423549,0.07215738,0,1.0766
