A1: Ladder,B1: Subject1 T1 IGH,C1: Subject1 T1 BCR,D1: Subject1 T1 TCR,E1: Subject1 T2 IGH,F1: Subject1 T2 BCR,G1: Subject1 T2 TCR,H1: Subject1 T3 IGH,A2: Subject1 T3 BCR,B2: Subject1 T3 TCR,C2: Subject1 T4 IGH,D2: Subject1 T4 BCR
0.915906,0.6222711,0.3482938,0.5928645,0.4780788,0.07388067,0.3574538,0.5248637,0.1741977,0.1784317,0,1.034873
1.231586,0.5893469,0.2338657,0.5507874,0.3855824,0.0918684,0.3495517,0.5722785,0.1355102,0.1792448,0.07199168,0.9971704
1.836114,0.5473118,0.1824508,0.6117272,0.420825,0.1532378,0.3641286,0.5634966,0.1069279,0.187645,0.1515477,0.9048805
2.640081,0.542326,0.1267867,0.5437212,0.449254,0.105814,0.4574804,0.6022677,0.1320651,0.2063196,0.2724431,0.8335814
4.110031,0.4680176,0.2350516,0.5466142,0.3458686,0.1368155,0.4827743,0.5212445,0.2250896,0.1958377,0.2939482,0.8317928
6.316914,0.5181518,0.2704439,0.5951953,0.4677238,0.2184548,0.5394363,0.5641928,0.3227389,0.1009018,0.22857,0.7025867
9.496375,0.3621802,0.4024353,0.5229068,0.4444375,0.1906171,0.5684752,0.5847459,0.274262,0.1036029,0.2694061,0.5950303
13.94943,0.4676714,0.3554535,0.3251333,0.4380689,0.2304673,0.5670037,0.6360607,0.298526,0,0.3632641,0.5770597
19.76372,0.4916244,0.4206085,0.2442942,0.5115161,0.3111868,0.5914259,0.5834665,0.2623572,0.03022075,0.4205694,0.5967102
27.17121,0.5732174,0.4547334,0.1124692,0.4962945,0.3099093,0.6418357,0.5858917,0.3118091,0.1329844,0.472657,0.6728792
36.02501,0.619226,0.513834,0.1380954,0.4795012,0.4846935,0.6518874,0.6023479,0.2253747,0.2102458,0.4707751,0.6794724
45.91217,0.7147312,0.4157763,0.1901407,0.5297332,0.626267,0.5206046,0.6160007,0.257699,0.1200552,0.4387612,0.7382231
56.46294,0.6309261,0.3167264,0.3234787,0.5332823,0.6398897,0.4277444,0.7098746,0.1468036,0.292702,0.4626379,0.7512617
66.97316,0.6659913,0.2673364,0.3264194,0.4969435,0.6345272,0.3099823,0.6704087,0.1328127,0.3619716,0.4678016,0.7835422
76.74731,0.6127725,0.2765536,0.4654069,0.2879853,0.6183171,0.2761712,0.6912956,0.08517575,0.3871412,0.3100274,0.7649717
84.58257,0.545269,0.2630417,0.5057259,0.3054373,0.6611443,0.3012009,0.7005615,0.1272457,0.3930726,0.1730866,0.6727872
90.03957,0.4099588,0.377681,0.427083,0.2284544,0.5817752,0.2821441,0.5922012,0.08879042,0.3766146,0.1517305,0.6045976
92.39446,0.3876157,0.3563998,0.3500767,0.2751877,0.5855408,0.2183318,0.5475917,0.1591568,0.3207989,0.1403205,0.6444397
91.73991,0.3036804,0.4351315,0.3275385,0.3886414,0.5770164,0.1604567,0.3362412,0.1625612,0.3556075,0.2032046,0.682313
88.06493,0.3144522,0.3988595,0.2311697,0.3905811,0.489769,0.1781683,0.352284,0.3197932,0.4248257,0.2257044,0.844614
81.69175,0.3275604,0.4139104,0.2230768,0.3354747,0.5285206,0.1651735,0.2772756,0.3574209,0.3384492,0.2020612,0.8844833
73.45934,0.2971025,0.3182223,0.1438251,0.2606361,0.4697957,0.1481457,0.2850723,0.4411154,0.2588425,0.2025278,0.9132037
64.25266,0.3342743,0.2748079,0.05913305,0.1778669,0.318295,0.1512074,0.4032397,0.3516049,0.3802221,0.2898996,0.9329181
54.98045,0.3998537,0.1780407,0,0.08639646,0.3153419,0.2019849,0.4730339,0.2972469,0.2819772,0.2457838,0.7787805
46.11379,0.3973346,0.2010109,0.04306269,0,0.3314104,0.2855325,0.6059294,0.2126994,0.2891989,0.1159079,0.5707035
38.15533,0.3136983,0.1546702,0.01316357,0.02143049,0.3205781,0.3838854,0.634665,0.2029619,0.2583041,0.1374342,0.4627848
31.42933,0.2248902,0.1689131,0.113945,0.07760334,0.2989745,0.4860244,0.6354241,0.1115053,0.2965846,0.1218889,0.4417734
25.8094,0.2256689,0.1253307,0.2680504,0.294301,0.3478241,0.4357262,0.6074734,0.07143641,0.3664641,0.06888843,0.4635882
21.5968,0.160316,0.2448969,0.3782353,0.5657489,0.2805872,0.4380765,0.5319586,0.05534768,0.3937283,0.2273707,0.5899234
18.17321,0.1758614,0.2404506,0.3990278,0.5808051,0.1915202,0.3523812,0.5035911,0.1008649,0.4098423,0.2526572,0.6387801
15.40624,0.1524234,0.3218219,0.3262525,0.5751967,0.2008448,0.3805709,0.3668838,0.0695653,0.4649611,0.3241584,0.5609503
13.36506,0.2210531,0.2361083,0.2315938,0.6213465,0.04722548,0.3504858,0.3311386,0.09286189,0.449033,0.3505807,0.5932698
11.65146,0.3697848,0.2990522,0.05833817,0.6102581,0,0.3288393,0.3207154,0.1368344,0.3657646,0.3426681,0.5448055
10.32595,0.4046431,0.2695868,0.08531475,0.5067673,0.04261589,0.4014173,0.430922,0.2575126,0.2249982,0.2737525,0.4263954
9.223057,0.4772029,0.2737067,0.1051977,0.4224491,0.04932404,0.2883534,0.3503785,0.2561584,0.07850885,0.2178872,0.3963208
8.215804,0.5374832,0.1591556,0.09733534,0.2709007,0.06956673,0.22018,0.3313875,0.25756,0,0.218632,0.3577156
7.333864,0.6985483,0.06104016,0.1900861,0.2814999,0.1464081,0.2028766,0.2924271,0.245183,0.05467844,0.1854727,0.3737817
6.549606,0.809237,0,0.2656529,0.3720012,0.2491622,0.1187,0.282958,0.3302271,0.09403706,0.1998162,0.3913879
5.948694,0.6946902,0.1219189,0.2447772,0.5005717,0.3541975,0.2073135,0.2393594,0.3694587,0.1450071,0.3471298,0.4944186
5.277947,0.6464164,0.2019064,0.2886684,0.520133,0.4559197,0.13168,0.1496758,0.3090837,0.3450568,0.3759522,0.402422
4.77466,0.5451729,0.302639,0.3422072,0.6174188,0.5065656,0.269455,0.06259871,0.2345316,0.5019178,0.3706205,0.3277192
4.385587,0.5385501,0.2816546,0.3658814,0.6498609,0.3698311,0.3590875,0,0.2575998,0.519433,0.3149214,0.2812819
4.120812,0.4810648,0.3438289,0.3787508,0.5959911,0.3372464,0.4354258,0.07395458,0.2298481,0.4860942,0.3108006,0.1790323
3.860033,0.4174154,0.4040327,0.4520183,0.5382769,0.1836214,0.5109448,0.1428847,0.2598751,0.4651175,0.3412962,0.1573353
3.609931,0.4206967,0.3057764,0.4030101,0.3870411,0.1610451,0.4043489,0.1499386,0.1934783,0.4264705,0.3493779,0.1276746
3.368646,0.4267211,0.21135,0.4210832,0.2421288,0.1186581,0.4058475,0.1548624,0.2554684,0.3296115,0.3769784,0.05755234
3.111937,0.4708955,0.07203817,0.321383,0.1877394,0.05712271,0.3526525,0.272469,0.3188112,0.2177198,0.3126936,0.05762625
2.818649,0.3938661,0.01641464,0.2444186,0.2051473,0,0.2658477,0.2775202,0.4272757,0.1262338,0.3444436,0.105319
2.571845,0.4022369,0.01197028,0.1323462,0.1982555,0.004261494,0.2524638,0.2628002,0.4836748,0.1336811,0.3056393,0.2601728
2.271438,0.5044224,0,0.1846449,0.2400026,0.1148024,0.1944084,0.2999492,0.4777536,0.1390362,0.2082694,0.2886748
2.058968,0.4011755,0.05392337,0.2006822,0.2467902,0.05625153,0.2401438,0.3243084,0.4034832,0.1454201,0,0.3736877
1.879529,0.3479815,0.07151437,0.2200031,0.169137,0.07536936,0.3149638,0.223249,0.4027104,0.1456285,0.01449585,0.4225259
1.865887,0.2750385,0.2308826,0.2474926,0.0997498,0.1058774,0.2685995,0.3190618,0.2750947,0.2263877,0.09394193,0.4669695
1.732663,0.4067171,0.3445356,0.2825975,0.1430337,0.1282144,0.2735257,0.215745,0.1773243,0.2975674,0.1412969,0.5129375
1.652196,0.4750257,0.3163295,0.3133249,0.1329184,0.3573594,0.2999377,0.2283092,0.1422868,0.322335,0.2510984,0.4592957
1.672989,0.4431748,0.363086,0.3960309,0.1767023,0.4733543,0.3360562,0.07615566,0.2569683,0.2527895,0.272248,0.3715897
1.58365,0.4070277,0.3633165,0.3972793,0.214057,0.5132227,0.2434511,0.1346211,0.3135169,0.1599319,0.3274269,0.3241634
1.48073,0.3651445,0.429677,0.4416826,0.2602391,0.5213559,0.09868288,0.03874016,0.4329629,0.08779716,0.4628592,0.2655249
1.401985,0.5340145,0.4001615,0.3560624,0.3223681,0.5688119,0.06739664,0.07846832,0.4778206,0.1577616,0.4315262,0.3325562
1.239874,0.5812511,0.4115889,0.3692355,0.484592,0.58234,0.004983425,0.1268678,0.5341308,0.1167924,0.3679583,0.291522
1.099413,0.4382195,0.4751627,0.3815131,0.4813633,0.401859,0.01910019,0.1765766,0.5026016,0.1651418,0.3162727,0.3515301
1.0602,0.3676593,0.4482298,0.2871215,0.4318967,0.3561168,0.01693487,0.1531677,0.5561213,0.1894159,0.3890104,0.3749709
1.081099,0.3059978,0.4671474,0.2185011,0.3525102,0.2456009,0,0.2101603,0.4816997,0.2516983,0.3913927,0.3359222
1.146298,0.4451389,0.4487653,0.204212,0.362011,0.1640663,0.1213675,0.1692209,0.3779173,0.2881854,0.3927693,0.27846
1.122348,0.4121675,0.3566933,0.2506423,0.3475523,0.1507626,0.2848029,0.2913566,0.3705451,0.337481,0.3505509,0.190989
1.04701,0.3514888,0.3181949,0.318285,0.3226895,0.1996279,0.4211783,0.323144,0.3665903,0.3865345,0.2886906,0.1580739
0.9288549,0.3144376,0.3019786,0.3723872,0.3081121,0.2057502,0.4423985,0.3886051,0.4199488,0.3354766,0.2977645,0.2120547
0.7742763,0.2525885,0.350976,0.370019,0.2533748,0.3002102,0.3959303,0.4965463,0.379848,0.2477906,0.2957642,0.2761707
0.7065077,0.2960646,0.4307415,0.287431,0.2244072,0.3190625,0.417326,0.5725298,0.2738595,0.2917528,0.3024082,0.3238921
0.6336522,0.2383978,0.3780375,0.3222687,0.2615151,0.352282,0.3621044,0.4527583,0.228312,0.1983268,0.2402165,0.3922896
0.6032033,0.2773988,0.3962083,0.3251975,0.2641811,0.3889546,0.3828282,0.4372873,0.1623127,0.09650254,0.3234568,0.4190507
0.7231674,0.284297,0.3312809,0.2453284,0.3365312,0.4398611,0.4260831,0.3862615,0.1384771,0.03554177,0.3243818,0.4139872
0.8070798,0.2925186,0.2674217,0.2090545,0.3346169,0.4715693,0.4579744,0.2733264,0.06114125,0.1103861,0.27812,0.4297857
0.9096513,0.3119307,0.2724087,0.2422719,0.2933183,0.4641018,0.5383086,0.2336469,0,0.1775727,0.2669182,0.3405056
0.9451838,0.2083724,0.2224824,0.3818593,0.3693447,0.5678651,0.5616803,0.2814226,0.05418491,0.2211401,0.1798484,0.3320684
1.016118,0.2491598,0.1634738,0.4147415,0.3583946,0.5733688,0.5687737,0.2230625,0.07820725,0.3469512,0.2764902,0.3457336
0.9970617,0.2944725,0.1504147,0.4196553,0.4468455,0.5584302,0.4196582,0.1951547,0.2878041,0.3043981,0.2394075,0.3453903
0.850564,0.2564154,0.1884441,0.3836741,0.4365568,0.5608044,0.2333503,0.1843014,0.4969075,0.2613721,0.2219746,0.368012
0.8713956,0.3249667,0.2886388,0.3885427,0.3885534,0.4516754,0.1197844,0.1897931,0.5232949,0.2653918,0.2361054,0.2876143
0.8246059,0.3165224,0.2159214,0.4543991,0.3206093,0.3841801,0.09084892,0.04385281,0.60689,0.3236616,0.1815526,0.2880254
0.8534422,0.3788741,0.3859165,0.4790559,0.3509505,0.3687954,0.08807182,0.1245465,0.6393328,0.3446126,0.2222073,0.1449618
0.8433342,0.3984053,0.4071474,0.484401,0.4306967,0.2869949,0.1018314,0.1275015,0.5035937,0.2561009,0.2224631,0.1398945
0.8918176,0.3894808,0.3537915,0.3918228,0.4642043,0.1787519,0.1188512,0.1485434,0.2938774,0.3456481,0.2433903,0.1272321
0.7880859,0.3940701,0.4401381,0.4208198,0.4450369,0.07296872,0.1767526,0.1756716,0.2249572,0.3083212,0.3219097,0.08543062
0.843636,0.2631187,0.4927256,0.4622681,0.5288844,0.08325839,0.2273059,0.2188706,0.1909282,0.3367312,0.2904527,0.07920933
0.8273897,0.2855985,0.4631548,0.3841467,0.4673784,0,0.2805805,0.179462,0.1219866,0.4573331,0.3295126,0.09118986
0.8344374,0.2359393,0.4604828,0.3532987,0.4953117,0.05191708,0.2345738,0.2196879,0.2249563,0.4235151,0.2396293,0.05701685
0.8602009,0.1179996,0.4463656,0.3360722,0.368433,0.114198,0.1406965,0.2313762,0.2940357,0.4402936,0.1920624,0.04788399
0.9541826,0.1812034,0.4633222,0.3775697,0.2374959,0.2794592,0.03645515,0.3447762,0.2158206,0.4537959,0.1678209,0
1.085092,0.09126997,0.5055375,0.4205275,0.08528972,0.3904955,0.03106451,0.3474784,0.2648489,0.4616218,0,0.01683092
1.25855,0.04175019,0.5567091,0.5324333,0,0.4879107,0.0701685,0.3642559,0.2393241,0.4090617,0.02065372,0.01346684
1.452106,0,0.4473851,0.5875845,0.01961327,0.4331012,0.07999754,0.374876,0.1557846,0.3156869,0.06756043,0.1586699
1.657572,0.009819984,0.412657,0.5624518,0.05303741,0.3463414,0.1194644,0.4285054,0.08289027,0.2692652,0.2134838,0.152503
1.628402,0.07109237,0.4282832,0.6479018,0.1083384,0.270467,0.1874647,0.3670697,0.08421898,0.2124398,0.3450918,0.2550931
1.856181,0,0.3874419,0.6325512,0.163101,0.2058582,0.2133408,0.305614,0.03953314,0.1848114,0.2991052,0.2921395
2.30555,0.05285192,0.4321043,0.6607361,0.192296,0.152432,0.2157145,0.2454972,0,0.2684069,0.366539,0.320725
3.42085,0.05710244,0.4670172,0.6640887,0.2734876,0.1467526,0.2491117,0.2277684,0.05353379,0.2624602,0.3486171,0.2687469
5.459005,0.2063239,0.394279,0.6801519,0.2813354,0.2229946,0.1804333,0.1777968,0.07875419,0.3179002,0.3793697,0.2870512
9.137106,0.4248824,0.4405868,0.6262894,0.3483272,0.4247108,0.1468081,0.1380501,0.1833589,0.3675768,0.3537602,0.2836075
15.14488,0.5057108,0.5170457,0.5066726,0.4869332,0.4628754,0.2553225,0.1571546,0.2378378,0.2546911,0.2591596,0.3551998
23.12201,0.5067675,0.4709022,0.4590878,0.4498491,0.3904512,0.3341804,0.1027832,0.3026533,0.1946864,0.3169694,0.3186936
33.62039,0.4451315,0.416523,0.3336384,0.4395506,0.2642174,0.3781524,0.1238623,0.3585615,0.1676795,0.2934678,0.3169122
46.04563,0.4118695,0.4018891,0.1633856,0.4087627,0.2847748,0.4287887,0.1308393,0.3039634,0.1207573,0.3798294,0.2552567
59.60258,0.4206381,0.3659396,0.1660891,0.3259029,0.3280356,0.3434162,0.2056446,0.2271714,0.1274102,0.3630114,0.2927032
73.19927,0.4481978,0.3773661,0.1708245,0.2612772,0.3103194,0.1825123,0.3109598,0.1615465,0.08475137,0.3199587,0.2897849
85.62858,0.5630045,0.4656365,0.3132603,0.2005811,0.4295468,0.1046085,0.3607097,0.09802127,0.1166546,0.3392918,0.2613978
95.71954,0.5984006,0.5127807,0.4432211,0.1285655,0.4176075,0.08128929,0.3532128,0.05423427,0.158941,0.425595,0.3480659
102.5401,0.7531853,0.4535561,0.5586262,0.1493168,0.4534807,0.004271507,0.391541,0.08541059,0.2373347,0.5092435,0.4557385
105.6421,0.8165278,0.4566038,0.5630946,0.1727633,0.4994662,0,0.446413,0.1292293,0.2656567,0.4549117,0.4704823
104.8102,0.9293356,0.5052741,0.458147,0.3278317,0.4167798,0.02883244,0.5517149,0.05093765,0.1373775,0.4398358,0.4615159
99.88658,0.8199227,0.6412039,0.402318,0.3229403,0.2350163,0.09776497,0.6735969,0,0.02672601,0.3935168,0.331985
92.27922,0.6594894,0.612335,0.2101982,0.3231969,0.1905131,0.1380463,0.5726752,0.01866364,0.01375198,0.3691037,0.398921
82.79263,0.564693,0.5618219,0.06169295,0.3308005,0.2182269,0.2536626,0.4538307,0.03581214,0.04924917,0.3990128,0.3893938
72.30008,0.537874,0.585624,0,0.3297143,0.2517929,0.1001368,0.4499722,0.04166341,0.1274683,0.3034749,0.3384576
61.59975,0.500865,0.4552174,0.05471778,0.3099866,0.2340004,0.1089644,0.3770914,0.09574246,0.1640837,0.2344391,0.3034525
51.74293,0.4674661,0.3395436,0.2275832,0.205646,0.403615,0.1704636,0.1828208,0.1046581,0.2965145,0.1544051,0.2318988
42.94272,0.3944509,0.1725397,0.4331496,0.06950355,0.4037876,0.2462683,0.01858854,0.1141405,0.4158888,0.3014712,0.1719866
35.48385,0.383532,0.03863382,0.6226466,0,0.3526022,0.2838798,0,0.1009383,0.419482,0.2769535,0.123559
29.29865,0.4085829,0,0.7796407,0,0.339488,0.2895126,0.05892515,0.07885551,0.3345199,0.1999898,0.1461601
24.27002,0.5335259,0.1030755,0.7663674,0.07285762,0.3351085,0.3692479,0.1622376,0.04381132,0.3065789,0.1496568,0.01895523
20.10642,0.5213952,0.2745454,0.7108672,0.1327252,0.3273869,0.426002,0.3799386,0.03432178,0.1660628,0.1455705,0.05354548
16.86316,0.4978538,0.2561817,0.5280619,0.1756735,0.3558822,0.3301239,0.3587327,0.08128023,0.1212668,0.2533233,0.1085486
14.4888,0.5087178,0.362926,0.3248446,0.3576612,0.3393407,0.3832154,0.3455601,0.08744717,0,0.2583692,0.05702639
12.60147,0.4758749,0.4574652,0.1456847,0.4571176,0.3806572,0.3486209,0.400671,0.09449267,0.0367105,0.2048774,0.08393478
10.98374,0.4566164,0.476769,0.1087563,0.4725838,0.3752775,0.401998,0.4081612,0.04261088,0.03230667,0.1225631,0.1528044
9.837862,0.3785608,0.5001934,0.06489849,0.389658,0.390594,0.4830241,0.3520818,0.0623703,0.1572752,0,0.1974969
8.843191,0.2680523,0.3832049,0,0.2866888,0.3432088,0.5546503,0.3077059,0.1511402,0.1857886,0.03188634,0.1946425
8.059477,0.2113478,0.3751347,0.02997255,0.2378907,0.1677341,0.499877,0.2598138,0.1053212,0.2891629,0.01182818,0.3011737
7.382541,0.3197851,0.3587551,0.08288836,0.1939216,0.1180854,0.4484415,0.3115025,0.1747849,0.2301025,0.01427507,0.3975954
6.698205,0.3650355,0.296407,0.0754931,0.1019382,0.1694655,0.4585276,0.3652701,0.2306104,0.2629533,0,0.3108521
5.981085,0.5825646,0.2020597,0.1403193,0.06188965,0.1383214,0.427381,0.2808452,0.2414813,0.2066352,0.06727934,0.3166866
5.41396,0.6312947,0.09038663,0.1975024,0.04046345,0.0661912,0.3554311,0.2294636,0.2679801,0.2374256,0.1168911,0.1960344
5.003554,0.6769443,0.1128566,0.2765753,0.1328402,0.06176424,0.3694525,0.2049479,0.24196,0.346396,0.01229572,0.153676
4.677706,0.7820938,0.1689248,0.3530757,0.1310725,0.02059889,0.3081069,0.1810188,0.1473751,0.4104507,0.1054921,0.1261301
4.394321,0.8312762,0.2559364,0.4041142,0.1286879,0.03285217,0.217833,0.1800261,0.0789299,0.3806989,0.07959986,0.161139
4.202298,0.6450136,0.3592227,0.4179287,0.07638502,0.005739212,0.2812486,0.107759,0.1255753,0.4744256,0.02176237,0.1920505
4.060591,0.5265539,0.3581424,0.399811,0.05037165,0.08498669,0.2416172,0.1243892,0.2425435,0.4040883,0.02808166,0.1593552
3.891922,0.4469619,0.4473021,0.3371437,0.06353426,0.09619856,0.1000142,0.1543393,0.2503452,0.440742,0.06712246,0.1657238
3.78458,0.5292592,0.5112333,0.2627962,0.04003763,0.08640385,0,0.08567047,0.2099063,0.2187288,0.1536222,0.1352367
3.500738,0.3712885,0.4908123,0.1817598,0.03201103,0.1656413,0.06484747,0.08281994,0.298136,0.1915407,0.1830173,0.1267319
3.26536,0.4704802,0.4354897,0.06643438,0,0.1664429,0.16151,0,0.3392007,0.1786735,0.2616544,0.07598162
3.15441,0.347404,0.4426265,0,0.06232643,0.211925,0.1480899,0.02656221,0.3676043,0.2506881,0.2352216,0.1108875
3.139759,0.3274224,0.4724221,0.02383947,0.1706944,0.241406,0.07733679,0.148293,0.3592913,0.3987751,0.1972053,0.2281222
3.180304,0.4741423,0.5240815,0,0.3339825,0.2253251,0.006313801,0.1711555,0.3146603,0.2984993,0.2984874,0.1868248
3.286884,0.4759564,0.4869561,0.01697779,0.3699031,0.3671885,0.05025768,0.2051907,0.3032978,0.2160723,0.171335,0.2312274
3.556783,0.4235528,0.5242338,0.1243062,0.455471,0.4562092,0.1321239,0.1671634,0.276185,0.1913152,0.1044388,0.2891164
3.743354,0.512269,0.4058301,0.2215228,0.426352,0.5284238,0.1456437,0.1688166,0.3221827,0.07744837,0.02175283,0.3989034
3.948405,0.4662766,0.3937624,0.1924033,0.3364716,0.513649,0.01419926,0.1395817,0.286402,0.06650186,0.01161623,0.4930754
4.195472,0.412791,0.364496,0.2673869,0.2513504,0.500536,0,0.008950233,0.2692876,0,0.08848429,0.5345511
4.507768,0.1995463,0.3094809,0.2983522,0.1545897,0.5439291,0.04694939,0,0.3924465,0.07092142,0.02222252,0.5422931
5.157019,0.0983274,0.2152328,0.2708855,0.003114223,0.5410542,0.09283113,0.006427765,0.3287349,0.03160095,0.08656693,0.53409
6.484984,0.0293448,0.2335386,0.3580928,0,0.5507479,0.07159042,0,0.2515213,0.09348893,0.1192331,0.5083976
9.07898,0,0.1699312,0.4395103,0,0.4778605,0.01934385,0.04772091,0.1684115,0.1942997,0.1405816,0.4461713
13.35394,0.0116353,0.1552799,0.3770995,0,0.4623075,0.07110167,0.05912209,0.1218615,0.1429071,0.2010498,0.2724676
20.31901,0,0.1210296,0.2927432,0.03695822,0.4558873,0.2178216,0.03748178,0,0,0.1322861,0.2221065
29.71715,0,0.12532,0.2166443,0.1011147,0.3168468,0.2980289,0.07159328,0.02580523,0,0.1397181,0.2503166
41.5837,0,0.1135447,0.104104,0.1218286,0.187645,0.4633193,0,0.1052568,0.02013445,0.161921,0.2702565
55.39393,0.004915237,0.1974587,0,0.001233578,0.1361556,0.4103136,0.06151628,0.22666,0.06207418,0.1364651,0.14923
70.1138,0.07086658,0.195817,0.001506329,0.01010895,0.05828047,0.4744029,0.07322836,0.28706,0.01252127,0.1701822,0.1233239
84.57453,0.07398844,0.2280514,0,0.01347971,0.008933544,0.4724298,0.07669735,0.316191,0,0.1505985,0.04874039
96.98994,0.1296725,0.1997459,0.02754402,0.01589584,0,0.5284982,0.08872557,0.2858791,0,0.1743555,0.06155014
106.2274,0.1877985,0.1738725,0.07967567,0,0.12924,0.4746361,0.08888721,0.09192801,0.09115219,0.2081499,0
111.4566,0.1952448,0.1021752,0.1478667,0,0.3204985,0.4086466,0.1384273,0.08493185,0.2011323,0.2202148,0.006069183
112.1783,0.1190686,0.08482289,0.1364484,0.0100832,0.5175095,0.4288135,0.2350841,0.02477551,0.2154417,0.2301497,0.01804161
108.8922,0.0526166,0.06080723,0.1315584,0.152894,0.5755277,0.4816771,0.2570543,0,0.06821012,0.1614084,0.1108027
101.9449,0.005556107,0.001996994,0.1437998,0.2219415,0.6346059,0.4982328,0.2756901,0.08371496,0.1330361,0.196331,0.1478696
92.61197,0.028512,0.001436234,0.05954218,0.2041655,0.6142879,0.4493051,0.1576958,0.1588292,0.1969128,0.1522675,0.1682444
81.78893,0.008489132,0,0,0.004531384,0.5452318,0.3003693,0.2211409,0.1664858,0.2191434,0.1318297,0.1694336
70.56353,0.08040667,0,0.01128817,0,0.45543,0.2570715,0.09563971,0.200357,0,0.1798468,0.20823
59.91724,0.01952267,0.07056451,0.04475641,0.02697802,0.3662138,0.1769261,0,0.2132659,0,0.1353774,0.2286716
50.14576,0,0.1027989,0.04824257,0,0.2825584,0.09115744,0.07449818,0.2025218,0,0.05677986,0.3790379
41.60966,0,0.1257706,0,0,0.3634024,0,0.08015394,0,0,0.007553577,0.4175782
34.29675,0,0.2111473,0,0.02558231,0.392477,0,0.1806355,0.09167385,0.1074796,0,0.4943395
28.18761,0,0.1878934,0,0.06394386,0.3537874,0,0.2671475,0.1052761,0.1508331,0,0.4491138
23.26384,0,0.2250161,0.1194534,0.1668696,0.2634902,0,0.3377337,0.1292033,0.1157112,0.01075697,0.4822302
19.50025,0.07114553,0.2114964,0.2701435,0.1427641,0.2250738,0.05106115,0.3045783,0.09101868,0.05667114,0.0595417,0.4376059
16.49141,0.1412301,0.2253928,0.3552356,0.03341627,0.1448593,0,0.2665443,0.06678343,0.0781846,0,0.331728
14.12018,0.1986356,0.1660004,0.4746056,0,0.08406353,0,0.2467394,0.07041121,0.0747323,0.08745098,0.219605
12.245,0.2620659,0.1212382,0.6071601,0,0.05683613,0,0.1045365,0.1236749,0,0.1290765,0.1051941
10.93763,0.1463027,0.01738262,0.6639824,0,0,0.05312729,0,0.1096368,0.2291069,0.03348255,0.03700733
9.798237,0.0555253,0,0.6529522,0,0,0,0,0.0666976,0.3632884,0,0.02962542
8.830589,0.04406643,0.03905296,0.6523042,0,0,0,0,0,0.4946189,0,0.04329109
7.985446,0,0.02102041,0.6247892,0,0.02269793,0.1322627,0,0,0.6376033,0,0.07356548
7.383374,0,0,0.5511384,0,0.06872034,0.2316456,0,0.005793095,0.6690936,0,0.1279249
6.874491,0,0.09821701,0.4634333,0.03481722,0.08693838,0.4704514,0.02224493,0,0.7519493,0.09485006,0.2189655
6.585445,0,0.2067289,0.2502394,0,0.1631479,0.6018529,0,0,0.5890942,0.08317184,0.360208
6.353323,0,0.2735653,0.1415672,0,0.2021875,0.6963811,0.1162877,0,0.4375124,0.08824492,0.4510074
6.121759,0,0.1850352,0.05173683,0,0.2246346,0.8470583,0.154706,0,0.3651743,0.2063317,0.5247307
6.107499,0,0.1472955,0,0,0.1471901,0.9389939,0.1266537,0,0.169023,0.128325,0.4877124
6.100988,0.110774,0.05389547,0,0,0.09826565,0.9644823,0.07587624,0.1264291,0.1146784,0.02768707,0.4160953
5.990891,0.2108541,0.1343508,0,0,0.01501703,0.8538041,0.08198547,0.2234745,0.1060119,0,0.3194108
5.994125,0.1681552,0.2179751,0.05538034,0.1568117,0,0.7175059,0.1040692,0.2271018,0,0,0.2660642
6.065942,0.1231151,0.3779569,0.1068649,0.2393875,0.00056839,0.734951,0.08948946,0.1385913,0,0,0.1808085
6.121921,0.1022234,0.4356422,0.1014261,0.3275771,0.04250622,0.6275401,0.01355171,0.2218885,0,0,0.1204257
6.168276,0,0.4229274,0.04082203,0.3964887,0,0.6007214,0.01329088,0.1199198,0.08444548,0,0
6.294313,0.03224087,0.4520597,0,0.4744892,0.006708145,0.4577527,0,0.1083169,0.05272818,0,0.07186508
6.597526,0.015481,0.2811484,0,0.5143113,0.03842831,0.2734766,0.03232288,0.02630043,0.03497171,0.04597282,0.1194625
7.483259,0,0.1203437,0,0.7212882,0.1110559,0.1897964,0,0,0.06175423,0.01512146,0.1278405
9.530743,0.1224413,0.03292942,0,1.006756,0.04572821,0.119616,0,0.02874279,0,0.04267931,0.1068292
12.94481,0.3404651,0,0,1.307739,0.02363825,0,0,0.1431475,0.007098198,0,0.1347303
18.82741,0.5026231,0,0,1.736902,0,0,0.02947998,0.2090068,0.04592657,0,0.09351063
27.29296,0.6453557,0,0,2.075732,0.101151,0,0,0.1683221,0,0,0.09442949
38.59031,0.7147388,0.155046,0,2.364893,0.167932,0,0,0.04285097,0.1587448,0.107204,0.1678162
52.10015,0.840559,0.239717,0.01473999,2.610434,0.273365,0,0,0.05541086,0.2294197,0.1854863,0.1881194
66.93713,0.9619141,0.2729526,0.0277195,2.640557,0.220449,0.06603289,0.09552097,0,0.2987013,0.2192097,0.1295114
81.8885,1.065295,0.2583137,0.04308844,2.71248,0.1503539,0.1561937,0.2580223,0.04497766,0.3501577,0.338613,0.1553802
95.25861,1.149467,0.142602,0.02731562,2.811182,0.06948614,0.2266169,0.3898792,0.03083706,0.4585361,0.3748913,0.1400824
