,Cycle,A1,A2,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E4,E5,E6,E7,E8,E9,E10,E11,E12,F4,F5,F6,F7,F8,F9,F10,F11,F12,G4,G5,G6,G7,G8,G9,G10,G11,G12,H4,H5,H6,H7,H8,H9,H10,H11,H12
,11,530.314127933517,611.732666829083,45.6271913691166,47.1657566757376,69.1198159685609,117.000427949803,73.7829380180319,110.084105956191,59.3407464270372,89.3870943254001,58.5392482510229,91.972100409937,134.974174874289,91.0778157379323,129.415849036244,88.7726329426241,161.538987921746,135.9514956493,149.201615942415,159.382220768297,171.127488384088,137.735680674134,5.07387529634161,6.86679485435434,90.2664289946792,84.5655409302558,124.682369049424,197.215090944088,171.97847736944,186.793239346786,70.0137458855256,68.8524613893096,60.9720919940601,-0.210668979557795,-3.00026893119139,123.0658179286,78.4895237752662,89.4832394773334,34.408268740026,33.9529792063777,34.9549620466755,119.904660617139,92.1306196530022,110.523130281023,1.49896140533519,0.871941877389872,50.9664916291554,39.0712675470008,47.5208078238488,-1.77492718335998,-1.57090017235851,-1.01488631613483,172.982626010893,92.8322944391166,140.320610831584,134.414419894737,118.586539472617,142.272792116592,226.028438237787,241.427601355798,259.717239112717,159.246479292232,112.773389243825,131.149602601081,53.2395307793254,105.005018745557,64.9856329975792,143.420734896079,154.800324954186,153.948146511766,162.72703779777,159.109066227863,135.555226214339,72.8547734578374,64.4605348212795,71.9339986947352,194.404952404899,192.569524683159,189.006947281441,125.727412446772,108.338606120684,111.574235277093
,12,692.999041657654,807.960463150753,94.4034772183486,99.1290710907424,101.577999958932,199.506240309555,147.694477386234,191.353954193789,118.577833810612,154.028122346359,108.316151305367,181.807442262521,231.429987076483,168.258609245755,226.707745698555,179.881053067275,278.70838728665,235.538670190429,263.734962399119,275.185803003952,297.127487743489,239.018105526077,17.5720899475164,18.458170935779,169.714274101937,162.491991992138,209.312522305983,333.078069325386,287.364249522049,314.357815837453,134.320112586998,136.735568251265,109.536211802946,-1.10756536454937,-2.10406214246132,209.384918474022,154.767656610817,174.98652085442,73.53053986234,70.9426532708244,81.7440991359731,196.858434319934,176.133426656711,189.502591074121,3.76226043245015,1.39231920515886,101.646231493619,80.6897516378585,99.7767996231155,2.06507740077313,0.313988115936809,1.78266669227605,293.782202473346,187.549820875903,247.640505787497,229.46280461088,201.348909410275,240.044026813256,378.294356774676,412.896901071165,445.507265562684,276.557257947214,223.055972325887,220.574976925996,113.261644521139,175.958801324474,130.161509502044,243.760104005431,271.309863885931,264.993580145027,275.506500863515,262.66492621362,234.38737013655,138.239704660442,133.68428658937,142.323164261717,319.280475200123,326.099107534654,326.257168488116,211.357593322047,189.924737177013,183.861965788857
,13,826.502341067793,970.865857700239,175.043191374425,185.757763323478,168.008749197335,325.359530375216,269.249308199209,324.166147645728,207.761973680895,251.664964471212,201.655309929352,332.021332067286,395.711203626431,309.538799289648,388.353113557022,325.298366303985,468.600403636402,394.478517448795,446.703710439983,455.083600306101,486.801723422875,394.917531375612,40.6748814869807,44.9612983208863,315.544228527483,304.446385717515,361.177758778284,557.879867791432,476.208000456422,514.962150059188,255.729206735939,266.254883460549,205.751801109599,2.55716751922364,1.26819983155292,351.403349004358,284.978462068188,320.806011677626,135.828195806723,142.644412083831,159.536559019149,330.455761097462,321.456063025238,318.512185020958,0.941947297000297,2.22191961788258,186.320579283642,159.931326476678,187.994410671236,-0.970030019249407,1.01400665412848,-3.0583534088928,492.810823981201,345.158625288987,416.970442350741,390.843128389768,341.029342881645,415.863906743263,624.759689048391,677.537728225685,721.34182405992,479.202157561042,401.834124339658,370.105548828742,210.881468323643,286.89671925181,239.264827324109,409.778816146782,455.944777620174,445.884114819417,463.04944745428,445.234735892783,391.914360828823,261.135857650818,238.116869981148,262.809430567498,522.320965175632,537.970954178968,539.733514212636,366.913447631585,319.479157232417,308.258011527535
,14,923.002608987128,1089.54796599996,304.889490286997,318.570976194884,275.951361404977,523.844927205669,449.785171498801,516.224052673148,354.426804337836,412.731795898175,354.304462867652,551.917978757148,629.127370725164,525.305524878383,621.645366874429,546.619176525346,730.091586021158,625.716181659325,713.782260894778,705.903635768609,761.394421587393,613.478229497651,85.0528699288702,85.7414572915632,534.908746083024,518.392042626507,582.869648098867,857.964919729076,740.285627612072,800.947732685915,452.974899735289,463.110314879978,358.171084636745,5.59899749627857,5.84809908581792,575.639842596067,492.493723882585,548.959872281783,256.867027869508,263.553123257155,295.473952057745,525.568073936266,537.001034626865,504.866142701248,0.0882319121824366,-1.03401279278523,333.130643154449,285.911107325816,343.54477419245,-2.03138852778829,-1.17724919601869,-0.636712829530097,784.811069810733,587.131463550688,665.966643271796,634.656146193179,571.359362985414,679.21226675341,964.072874335366,1010.59575079705,1083.34980135158,779.173675642938,672.418004605018,598.84185610288,371.526263786565,462.534459597628,421.081489137013,653.100621911001,720.980596302367,701.279654078378,739.020349820696,707.017719867287,627.585387063986,444.681024925544,414.889724017081,457.519516655471,795.853811873521,818.377536356476,828.064472818026,598.107137460288,529.94522402896,505.150915823467
,15,1019.80877901058,1169.20094353775,495.991425984841,513.691866619802,429.756601800532,757.40893015247,671.982166749649,744.051585740777,566.316161372268,632.455217074354,549.383064278391,805.338538090964,897.622441983733,797.550083112073,903.585521889308,826.343018311563,1012.12255267373,891.650141501088,1016.88181888876,977.611707953003,1050.22442420138,851.565459674879,168.800706405624,169.735379855599,824.551717556363,790.59732656636,902.387706368461,1187.50913627147,1045.11920912711,1133.55742097621,736.064936731123,740.566345792372,583.523575863507,10.1802085740419,16.0259498516698,861.670876793092,775.11207915396,846.538901311291,450.229910541753,454.875151531609,509.602455105439,794.80624006241,812.132905978238,760.853489871708,0.849861022992172,-0.430665210815732,558.728258958414,491.675774135768,583.605547461992,-1.27891179969174,1.27520962700783,0.813402207392755,1123.46075435167,906.599145812359,957.433781753003,961.293810127107,876.764105754531,1027.25061063012,1296.44202088711,1324.49735280665,1423.84433529526,1162.43348097784,1012.14548533045,890.695297327593,602.050516769196,716.0038241644,685.584305288318,947.486396554772,1027.83670244266,1019.51791350803,1074.64418122244,1014.18164293395,899.17542622672,706.454863383197,661.821640030412,729.264187889025,1090.99053281764,1111.44882675987,1133.24027277842,903.98839290948,815.248760191165,771.151858865648
,16,1091.88125857713,1222.06118390756,722.485468072237,735.945362700972,631.466327295895,956.379471881331,865.961925898986,941.003802601193,784.902497941177,851.580930164561,753.820858199379,1026.0279750058,1135.99932113487,1057.9257098172,1159.96612826835,1080.53347998002,1256.64204792414,1127.60401015348,1286.36551927044,1213.30638755687,1300.88344723285,1060.38229017348,302.782035278888,311.579941901216,1122.85489178723,1067.43588295089,1216.15501492064,1468.62942562251,1317.16482594959,1432.04137360015,1077.29044018873,1040.66102224514,848.919173906738,28.3684355998571,35.4798809725557,1130.95843196063,1073.39286835841,1153.42986546261,712.608386505948,716.59823194083,806.470144688057,1070.23405443684,1074.98000571986,1001.57984303205,0.880110284605962,1.24740099420433,863.646776571156,777.080438310555,902.327175806068,-3.92074183010891,-0.634542144312491,1.62346404440541,1428.12954026076,1209.68284165012,1222.05437068092,1273.95445768965,1205.68690833384,1353.96825550423,1584.93979511307,1584.47441512146,1704.0764975795,1514.75424987797,1328.37098107467,1164.53109137675,872.487426025292,1008.89781277277,993.629256065491,1215.92892903742,1301.62587980939,1306.5521836441,1383.60927089929,1292.67461191102,1144.9314576981,990.936560111717,950.470471217118,1038.78428482,1343.49473176699,1357.73003484213,1394.19698536444,1196.85405935471,1103.74852750205,1030.68339630679
,17,1143.49815414117,1256.13400130516,900.972150362275,915.525644398952,815.506348325771,1114.0416022931,1022.11063441169,1098.2185592362,974.195349405293,1038.65840476117,926.670256966695,1205.44703115994,1325.29358541275,1269.95762645334,1366.59930743319,1284.50062911121,1436.60956367177,1308.63762176705,1493.49173082021,1387.00246764969,1486.88577832942,1217.31713067289,508.017718683564,529.937952433588,1372.13693875822,1299.51308171601,1496.76187784772,1673.82894122317,1524.06545005367,1661.2618049216,1388.3768357403,1303.09209126189,1092.37420785548,52.2127126424825,61.3366348798963,1355.42497674324,1324.53369174244,1410.84885706747,1007.87409879748,990.225799644123,1101.48574990025,1301.59080836578,1286.75631951093,1196.80233087689,0.919746057886641,1.26509408465563,1166.88627294382,1074.16656739558,1230.46249240493,0.472453090778799,0.435623591154581,-4.53433802792824,1664.48970612044,1466.35194411664,1430.08222223588,1541.36648841556,1489.68878209328,1625.90213223595,1789.13195752868,1755.01177636504,1890.29365488749,1804.11351649868,1588.05849375995,1393.60319052573,1116.34064408055,1270.91554542825,1268.23622075314,1429.49835077368,1515.4381958376,1532.30985339196,1630.01967671508,1514.63846785266,1341.47491669033,1237.87494278228,1208.15776115026,1310.62190705116,1523.26781999092,1531.08090770697,1580.37581186312,1444.75441309803,1346.9124645814,1247.73714413588
,18,1152.03545926096,1278.71534830571,1039.96100592817,1053.28984160318,966.728852373444,1210.32453750842,1117.91571825975,1195.6763251304,1113.6084442213,1171.56615001928,1048.93279927703,1330.21289142289,1455.30348287033,1408.43544058655,1497.87408923587,1412.6494551992,1538.11540982301,1416.33245009946,1617.32122955961,1487.57350606636,1591.95567450746,1308.29068111377,774.305435516872,800.108672263817,1541.9642064669,1458.21699933127,1693.51966653759,1789.98609127187,1646.45129533813,1800.75768735332,1633.32763040132,1499.66830079557,1287.91226493221,100.643045552504,120.181256052402,1502.46621823658,1496.47079468591,1586.74636334587,1262.72955752848,1222.27636127129,1348.07130445699,1464.80756650956,1424.75632272768,1323.59067425935,2.78217395334605,0.864165960882474,1421.4156019923,1332.55918558814,1503.28930165266,1.8312607757839,0.528555242996845,0.83397961051196,1810.98715667128,1638.37760965666,1559.36075612313,1722.48397120921,1695.9814102758,1809.57961475732,1901.23918192624,1842.00857071299,1984.6507548837,1993.69441609847,1756.94120024675,1547.19329059845,1305.96985653298,1472.32515613663,1480.12481941676,1565.51319261319,1644.75995719308,1675.77547457478,1787.70807415481,1656.86297985695,1466.88056249466,1420.18552116734,1405.42679202811,1510.58682718537,1628.47528063064,1628.23535059336,1687.53016570495,1613.03373666099,1518.65466946446,1399.15821222002
,19,1156.68583444013,1292.79403867832,1123.99368834529,1132.22930952327,1064.01597104937,1253.583204557,1162.17209905973,1240.81931681906,1192.65111231273,1246.66383786101,1117.54797708217,1411.53604308417,1540.699792257,1475.19616200479,1559.02931356628,1472.57845875886,1577.02706320467,1465.29096018021,1671.10735846355,1529.32250049129,1632.84007677496,1345.33688004606,1029.42319215271,1061.62587529859,1633.02066814428,1542.27247006484,1804.87302527276,1836.62713925218,1698.75345238746,1862.10711130704,1789.99222390037,1616.13622519344,1416.74464559468,190.217742974957,224.123687745489,1573.88481472517,1588.33613292301,1678.57019231025,1451.31446437722,1387.33558677554,1517.17480017165,1555.68748780386,1488.14734057882,1388.94584224133,-1.6168550907455,0.996073135447205,1597.34304702842,1521.74318089465,1690.21386522159,2.32044812319873,3.44532620517384,1.10801668746853,1878.49398592894,1727.6973657075,1620.20844621343,1819.86951149521,1815.02438440138,1907.1370610677,1942.64978371176,1865.89401642087,2012.51941887829,2092.51188822385,1840.5312084909,1629.28891493543,1425.07520022157,1599.26482180267,1612.92599354418,1630.69811312758,1706.10651456368,1745.49392276705,1864.50212990398,1725.33507643566,1527.7922516007,1526.6672072305,1526.15315954529,1631.23650482184,1676.10533649124,1672.49835216494,1733.09202771373,1701.18664634174,1613.81454826117,1479.35712930633
,20,1160.41071821607,1299.72655141339,1157.73753946149,1161.90102993457,1112.38738609208,1260.48034093196,1167.16745575155,1248.59561501918,1222.23304418519,1272.63412210823,1142.1879885191,1465.32980243423,1594.02959514155,1486.76085767385,1567.05458138372,1479.90876836146,1572.15716924997,1470.84343112517,1675.95692467083,1528.61033690909,1627.82626575527,1345.41322652506,1241.61850805038,1280.25159973426,1659.67536906999,1565.38794111636,1843.64678891095,1834.82216380374,1704.69382861674,1871.74201468006,1865.37265286097,1663.65294750522,1479.81494273333,336.502152702989,388.669249973485,1589.26740873873,1614.27548408583,1703.88543177403,1560.48459132003,1475.39183895374,1605.72399088115,1589.61308003473,1498.53571034897,1404.58422759419,-0.740334765564057,6.37773109212549,1690.11219142742,1627.94780575625,1789.16061793018,3.61364955045428,7.87747124848829,6.39564318121302,1885.42153771403,1750.17939872375,1626.18464589109,1850.88811315459,1861.23489065187,1936.52588236267,1938.24451873757,1851.80631101329,1996.0945333931,2115.81538598799,1859.24235463147,1649.12858480467,1480.57829046289,1657.4583684404,1675.06464409593,1645.32446564718,1716.19110175504,1762.15811490962,1882.20763487962,1738.52678589733,1539.96388572774,1571.51022047767,1582.07037791259,1681.2545738964,1691.43937009003,1680.20400743602,1743.05360087594,1727.88447060913,1647.89325401003,1505.56782587118
